"","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","booking.status","reservation_month","reservation_day","reservation_weekday"
"13702",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,"Offline",0,0,0,115,1,1,"09","13","Thursday"
"13703",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",11,"Offline",0,0,0,77,0,0,"10","19","Thursday"
"13704",2,0,0,3,"Meal Plan 2",0,"Room_Type 1",150,"Offline",0,0,0,90,1,0,"06","16","Saturday"
"13705",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",95,"Online",0,0,0,72.25,2,0,"12","05","Tuesday"
"13706",2,0,1,4,"Meal Plan 1",0,"Room_Type 4",51,"Online",0,0,0,90.2,1,0,"08","31","Friday"
"13707",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",143,"Offline",0,0,0,100,1,0,"08","25","Saturday"
"13708",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",20,"Online",0,0,0,175,2,0,"08","21","Tuesday"
"13709",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",42,"Online",0,0,0,86.4,1,0,"09","30","Saturday"
"13710",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",32,"Offline",0,0,0,105,1,0,"07","18","Wednesday"
"13711",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",117,"Online",0,0,0,149.3,2,0,"05","05","Saturday"
"13712",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",53,"Offline",0,0,0,120,0,0,"10","14","Sunday"
"13713",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,109,0,0,"08","14","Monday"
"13714",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",46,"Online",0,0,0,71,0,0,"01","01","Monday"
"13715",2,0,0,4,"Not Selected",0,"Room_Type 1",122,"Online",0,0,0,94.35,2,0,"05","11","Friday"
"13716",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",2,"Corporate",1,0,1,65,1,0,"11","02","Friday"
"13717",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",163,"Online",0,0,0,78.96,1,0,"08","08","Wednesday"
"13718",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",11,"Offline",0,0,0,70,0,0,"03","07","Wednesday"
"13719",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",51,"Online",0,0,0,135.9,2,0,"09","26","Wednesday"
"13720",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,"Offline",0,0,0,115,0,1,"07","21","Saturday"
"13721",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,"Offline",0,0,0,130,0,0,"11","05","Monday"
"13722",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",120,"Online",0,0,0,126.9,0,1,"06","10","Sunday"
"13723",2,0,1,3,"Not Selected",0,"Room_Type 1",10,"Online",0,0,0,78.63,1,0,"11","23","Thursday"
"13724",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Offline",0,0,0,109,0,0,"10","16","Monday"
"13725",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",9,"Online",0,0,0,166,0,0,"07","14","Saturday"
"13726",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",130,"Online",0,0,0,159.3,0,1,"06","09","Saturday"
"13727",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",12,"Online",0,0,0,134.33,0,0,"07","18","Wednesday"
"13728",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",257,"Offline",0,0,0,101.5,0,1,"07","01","Saturday"
"13729",2,0,0,2,"Not Selected",0,"Room_Type 1",53,"Online",0,0,0,88,1,0,"11","04","Sunday"
"13730",3,0,2,0,"Meal Plan 1",0,"Room_Type 4",10,"Online",0,0,0,130,2,0,"02","07","Wednesday"
"13731",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",46,"Offline",0,0,0,86.5,0,0,"05","19","Saturday"
"13732",2,0,0,2,"Not Selected",0,"Room_Type 1",5,"Online",0,0,0,124,0,1,"07","28","Saturday"
"13733",1,2,2,3,"Meal Plan 1",0,"Room_Type 4",12,"Online",0,0,0,97.1,1,0,"02","07","Wednesday"
"13734",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",47,"Online",0,0,0,112.5,1,1,"03","18","Sunday"
"13735",1,0,1,3,"Not Selected",0,"Room_Type 1",53,"Online",0,0,0,81.7,1,0,"03","17","Saturday"
"13736",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",99,"Corporate",0,0,0,81,0,0,"02","19","Monday"
"13737",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",64,"Online",0,0,0,105.3,1,0,"04","25","Wednesday"
"13738",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",120,"Online",0,0,0,95.2,0,0,"04","23","Monday"
"13739",2,0,0,3,"Meal Plan 1",0,"Room_Type 5",5,"Online",0,0,0,122.24,0,0,"08","03","Friday"
"13740",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",115,"Offline",0,0,0,58,0,0,"03","26","Monday"
"13741",2,1,0,5,"Meal Plan 1",0,"Room_Type 1",132,"Online",0,0,0,106.2,0,1,"11","01","Thursday"
"13742",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",117,"Online",0,0,0,105.3,0,0,"05","05","Saturday"
"13743",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",3,"Corporate",1,0,2,67,2,0,"05","12","Saturday"
"13744",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",122,"Online",0,0,0,121.5,1,0,"05","12","Saturday"
"13745",2,0,1,1,"Not Selected",0,"Room_Type 1",6,"Online",0,0,0,104,0,1,"04","16","Monday"
"13746",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",79,"Online",0,0,0,156.6,1,0,"12","27","Thursday"
"13747",1,0,0,2,"Not Selected",0,"Room_Type 1",7,"Online",0,0,0,78,1,1,"11","30","Friday"
"13748",2,1,2,1,"Meal Plan 1",0,"Room_Type 1",119,"Online",0,0,0,121.5,0,0,"07","23","Monday"
"13749",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",109,"Online",0,0,0,131.4,3,0,"08","11","Saturday"
"13750",3,0,2,3,"Meal Plan 1",0,"Room_Type 1",60,"Offline",0,0,0,41.76,1,0,"04","09","Monday"
"13751",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",28,"Online",0,0,0,93.4,0,0,"09","05","Wednesday"
"13752",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",63,"Online",0,0,0,97.71,1,0,"05","22","Tuesday"
"13753",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",24,"Online",0,0,0,96,0,0,"11","20","Tuesday"
"13754",1,0,2,1,"Meal Plan 2",0,"Room_Type 1",220,"Offline",0,0,0,128,0,1,"09","17","Monday"
"13755",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",42,"Online",0,0,0,94.5,2,0,"10","19","Thursday"
"13756",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",110,"Online",0,0,0,114.3,1,0,"07","08","Sunday"
"13757",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",67,"Online",0,0,0,140.4,0,1,"05","04","Friday"
"13758",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",45,"Online",0,0,0,86.4,2,0,"12","08","Saturday"
"13759",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",54,"Online",0,0,0,107.55,0,1,"07","09","Monday"
"13760",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",265,"Offline",0,0,0,115,1,1,"06","24","Sunday"
"13761",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,"Offline",0,0,0,100,0,0,"10","15","Sunday"
"13762",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",9,"Online",0,0,0,128.5,1,0,"09","11","Monday"
"13763",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,"Corporate",1,0,1,65,0,0,"11","05","Sunday"
"13764",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,"Offline",0,0,0,76,0,0,"02","28","Wednesday"
"13765",2,0,3,7,"Meal Plan 1",0,"Room_Type 4",240,"Online",0,0,0,99.45,1,1,"08","19","Sunday"
"13766",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",23,"Corporate",0,0,0,65,0,1,"11","05","Sunday"
"13767",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",40,"Online",0,0,0,159.3,0,0,"10","24","Tuesday"
"13768",3,0,2,1,"Meal Plan 1",0,"Room_Type 1",139,"Online",0,0,0,105.3,0,0,"05","15","Tuesday"
"13769",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,"Offline",0,0,0,100,0,0,"10","02","Monday"
"13770",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",121,"Offline",0,0,0,95.04,0,0,"08","03","Friday"
"13771",2,0,2,7,"Not Selected",0,"Room_Type 1",252,"Online",0,0,0,69.42,1,1,"12","28","Friday"
"13772",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",34,"Online",0,0,0,122.4,0,1,"06","19","Tuesday"
"13773",2,0,3,5,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,77.03,1,0,"12","05","Wednesday"
"13774",2,0,0,4,"Not Selected",0,"Room_Type 1",346,"Online",0,0,0,72.25,0,1,"12","28","Friday"
"13775",2,0,0,3,"Not Selected",0,"Room_Type 1",30,"Online",0,0,0,134.1,1,0,"08","02","Thursday"
"13776",2,0,0,3,"Meal Plan 2",0,"Room_Type 1",11,"Offline",0,0,0,160,0,0,"05","24","Thursday"
"13777",2,1,0,2,"Meal Plan 1",0,"Room_Type 1",186,"Online",0,0,0,121.5,0,1,"08","02","Thursday"
"13778",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",47,"Online",0,0,0,72.76,1,0,"09","22","Friday"
"13779",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",40,"Online",0,0,0,117.9,0,0,"06","29","Friday"
"13780",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",85,"Online",0,0,0,89.7,2,0,"11","14","Wednesday"
"13781",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",114,"Online",0,0,0,107.95,0,1,"05","09","Wednesday"
"13782",2,0,1,0,"Not Selected",0,"Room_Type 1",103,"Online",0,0,0,80.1,0,0,"10","31","Wednesday"
"13783",2,1,0,3,"Meal Plan 1",0,"Room_Type 1",31,"Online",0,0,0,149,2,0,"10","25","Thursday"
"13784",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",32,"Online",0,0,0,140.7,0,1,"04","13","Friday"
"13785",2,0,2,1,"Not Selected",0,"Room_Type 1",7,"Online",0,0,0,109,1,0,"04","23","Monday"
"13786",2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,"Offline",0,0,0,115,1,1,"06","06","Wednesday"
"13787",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",101,"Online",0,0,0,68,1,0,"08","06","Sunday"
"13788",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,101.5,0,0,"08","14","Monday"
"13789",2,0,2,0,"Meal Plan 2",0,"Room_Type 1",75,"Offline",0,0,0,105,0,1,"10","30","Tuesday"
"13790",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Corporate",1,0,3,65,1,0,"02","03","Saturday"
"13791",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,"Online",0,0,0,105.3,1,0,"05","09","Wednesday"
"13792",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",14,"Online",0,0,0,151,1,0,"07","03","Tuesday"
"13793",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",71,"Online",0,0,0,78.3,1,1,"03","04","Sunday"
"13794",2,1,1,2,"Meal Plan 1",0,"Room_Type 1",19,"Online",0,0,0,89.3,2,0,"01","29","Monday"
"13795",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,126,0,0,"10","01","Sunday"
"13796",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",57,"Online",0,0,0,94.5,0,1,"06","20","Wednesday"
"13797",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,"Offline",0,0,0,115,1,1,"09","13","Thursday"
"13798",2,1,0,2,"Meal Plan 1",0,"Room_Type 1",120,"Online",0,0,0,121.5,0,1,"07","14","Saturday"
"13799",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",95,"Offline",0,0,0,68,0,0,"10","30","Tuesday"
"13800",2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,"Offline",0,0,0,115,1,1,"10","23","Tuesday"
"13801",2,0,0,2,"Not Selected",0,"Room_Type 1",56,"Online",0,0,0,116.1,0,1,"05","13","Sunday"
"13802",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,"Online",0,0,0,96,1,0,"07","20","Friday"
"13803",2,0,2,4,"Meal Plan 1",0,"Room_Type 4",53,"Online",0,0,0,128.1,2,0,"09","04","Tuesday"
"13804",3,0,1,0,"Not Selected",0,"Room_Type 1",32,"Online",0,0,0,115.1,0,1,"04","17","Tuesday"
"13805",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,"Offline",0,0,0,95,0,0,"10","13","Saturday"
"13806",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,"Offline",0,0,0,95,0,0,"06","24","Sunday"
"13807",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",61,"Online",0,0,0,89.25,2,0,"10","28","Saturday"
"13808",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",10,"Online",0,0,0,152.53,0,0,"09","29","Saturday"
"13809",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,89,0,0,"07","29","Sunday"
"13810",2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,"Offline",0,0,0,104,0,0,"04","06","Friday"
"13811",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",7,"Online",0,0,0,104,0,1,"04","18","Wednesday"
"13812",3,0,3,5,"Meal Plan 1",0,"Room_Type 1",123,"Offline",0,0,0,96.9,2,0,"07","31","Tuesday"
"13813",2,0,1,2,"Not Selected",0,"Room_Type 1",198,"Online",0,0,0,73.46,1,0,"04","22","Sunday"
"13814",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",11,"Corporate",0,0,0,100,0,0,"10","11","Wednesday"
"13815",2,0,2,4,"Not Selected",0,"Room_Type 1",144,"Online",0,0,0,89.25,0,1,"07","15","Sunday"
"13816",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",66,"Offline",0,0,0,75,0,0,"10","09","Monday"
"13817",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,"Complementary",0,0,0,0,0,0,"09","17","Sunday"
"13818",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",22,"Corporate",0,0,0,89,0,0,"03","16","Friday"
"13819",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",298,"Offline",0,0,0,76,0,0,"05","10","Thursday"
"13820",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,"Corporate",0,0,0,65,0,0,"08","12","Saturday"
"13821",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",6,"Offline",0,0,0,106,0,0,"07","20","Friday"
"13822",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",31,"Offline",0,0,0,85,0,0,"10","14","Sunday"
"13823",1,0,0,1,"Meal Plan 1",0,"Room_Type 5",2,"Corporate",1,0,1,105,0,0,"12","21","Friday"
"13824",1,0,1,1,"Meal Plan 1",0,"Room_Type 1",82,"Offline",0,0,0,80,1,0,"05","02","Wednesday"
"13825",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,86,0,0,"01","01","Monday"
"13826",2,0,2,1,"Meal Plan 1",0,"Room_Type 6",19,"Online",0,0,0,165,1,0,"09","05","Tuesday"
"13827",2,0,1,3,"Meal Plan 2",0,"Room_Type 1",21,"Online",0,0,0,122.19,1,0,"12","01","Saturday"
"13828",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",32,"Online",0,0,0,157.5,2,0,"10","06","Saturday"
"13829",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",10,"Online",0,0,0,120.36,2,0,"12","30","Sunday"
"13830",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",69,"Online",0,0,0,76.5,1,1,"07","12","Wednesday"
"13831",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",62,"Online",0,0,0,111.6,1,0,"10","25","Thursday"
"13832",3,0,2,0,"Meal Plan 1",0,"Room_Type 4",1,"Online",0,0,0,232.5,1,0,"11","06","Tuesday"
"13833",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",124,"Online",0,0,0,114.3,0,1,"08","08","Wednesday"
"13834",3,0,2,2,"Meal Plan 1",0,"Room_Type 4",183,"Online",0,0,0,123.3,0,1,"10","28","Sunday"
"13835",3,0,2,4,"Meal Plan 1",0,"Room_Type 4",140,"Online",0,0,0,103.42,2,0,"05","28","Monday"
"13836",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",126,"Offline",0,0,0,86.36,0,0,"08","08","Wednesday"
"13837",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",44,"Online",0,0,0,98.8,2,0,"11","22","Thursday"
"13838",2,0,2,2,"Not Selected",0,"Room_Type 1",186,"Online",0,0,0,102.6,2,1,"09","30","Sunday"
"13839",2,0,1,1,"Meal Plan 1",0,"Room_Type 7",40,"Online",0,0,0,205.38,1,0,"08","13","Monday"
"13840",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",10,"Offline",0,0,0,85,1,0,"09","05","Tuesday"
"13841",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",0,"Offline",0,0,0,65,0,0,"12","29","Saturday"
"13842",2,0,2,5,"Not Selected",0,"Room_Type 1",279,"Online",0,0,0,80.75,1,1,"08","25","Saturday"
"13843",2,0,0,1,"Not Selected",0,"Room_Type 1",36,"Online",0,0,0,89.1,2,0,"06","01","Friday"
"13844",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",104,"Offline",0,0,0,75,0,0,"12","03","Sunday"
"13845",2,0,0,1,"Not Selected",0,"Room_Type 1",5,"Online",0,0,0,99,1,0,"04","02","Monday"
"13846",1,0,1,4,"Not Selected",0,"Room_Type 1",42,"Online",0,0,0,73.15,1,0,"10","26","Thursday"
"13847",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,"Corporate",0,0,0,79.5,0,0,"07","26","Thursday"
"13848",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",105,"Offline",0,0,0,37.5,0,0,"10","12","Friday"
"13849",2,1,2,2,"Not Selected",0,"Room_Type 1",12,"Online",0,0,0,75,0,0,"01","15","Monday"
"13850",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,"Offline",0,0,0,95,0,1,"05","13","Sunday"
"13851",1,0,2,1,"Meal Plan 2",0,"Room_Type 1",122,"Offline",0,0,0,86,0,0,"03","27","Tuesday"
"13852",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",0,"Offline",0,0,0,109,0,0,"08","14","Monday"
"13853",1,0,1,3,"Meal Plan 1",0,"Room_Type 4",4,"Aviation",0,0,0,110,0,0,"10","24","Wednesday"
"13854",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",18,"Online",0,0,0,151,1,0,"08","16","Thursday"
"13855",2,0,0,2,"Not Selected",0,"Room_Type 1",49,"Online",0,0,0,79.2,2,0,"11","03","Saturday"
"13856",2,1,2,5,"Meal Plan 1",0,"Room_Type 4",46,"Online",0,0,0,76.48,1,1,"03","15","Thursday"
"13857",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,130.94,1,0,"09","20","Thursday"
"13858",2,0,0,1,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,158,2,0,"08","09","Thursday"
"13859",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",2,"Online",0,0,0,200,1,0,"09","19","Tuesday"
"13860",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",11,"Online",0,0,0,90,0,0,"08","21","Monday"
"13861",2,0,0,4,"Not Selected",0,"Room_Type 1",2,"Online",0,0,0,124.5,1,0,"06","28","Thursday"
"13862",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",58,"Offline",0,0,0,75,0,0,"11","16","Friday"
"13863",2,0,1,0,"Not Selected",0,"Room_Type 1",48,"Online",0,0,0,79.2,1,0,"11","06","Tuesday"
"13864",1,0,2,4,"Meal Plan 1",0,"Room_Type 1",245,"Offline",0,0,0,110,0,1,"07","06","Friday"
"13865",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",26,"Offline",0,0,0,85,0,0,"10","16","Tuesday"
"13866",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Offline",0,0,0,87,0,0,"10","16","Monday"
"13867",2,1,1,0,"Meal Plan 1",0,"Room_Type 1",186,"Online",0,0,0,112.5,0,1,"08","28","Tuesday"
"13868",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",54,"Online",0,0,0,106.2,3,0,"11","11","Sunday"
"13869",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",114,"Online",0,0,0,129.6,1,0,"09","12","Wednesday"
"13870",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",95,"Online",0,0,0,185.4,1,0,"11","07","Wednesday"
"13871",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",106,"Online",0,0,0,92.28,1,0,"06","08","Friday"
"13872",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,79,0,0,"02","10","Saturday"
"13873",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",30,"Online",0,0,0,96.3,1,0,"10","12","Thursday"
"13874",2,0,0,1,"Meal Plan 2",0,"Room_Type 1",100,"Offline",0,0,0,108,0,1,"10","16","Monday"
"13875",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",142,"Online",0,0,0,104.76,0,1,"08","03","Friday"
"13876",2,0,0,2,"Not Selected",0,"Room_Type 1",37,"Online",0,0,0,88,2,0,"12","02","Sunday"
"13877",1,0,0,0,"Meal Plan 1",0,"Room_Type 1",1,"Online",1,0,1,0,1,0,"09","14","Friday"
"13878",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",9,"Online",0,0,0,144.33,0,1,"03","26","Monday"
"13879",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",17,"Online",0,0,0,69.6,0,0,"12","14","Thursday"
"13880",2,0,1,5,"Meal Plan 1",0,"Room_Type 4",129,"Online",0,0,0,132.3,0,1,"10","10","Wednesday"
"13881",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",116,"Offline",0,0,0,61,0,1,"02","28","Wednesday"
"13882",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,80.1,0,0,"03","30","Friday"
"13883",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,"Corporate",1,1,4,88,0,0,"11","15","Thursday"
"13884",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",105,"Offline",0,0,0,75,0,1,"04","06","Friday"
"13885",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,109,0,0,"08","14","Monday"
"13886",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",145,"Offline",0,0,0,94.5,0,0,"08","29","Tuesday"
"13887",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",75,"Online",0,0,0,151.2,1,0,"10","08","Monday"
"13888",2,1,2,5,"Meal Plan 1",0,"Room_Type 1",40,"Online",0,0,0,127.16,0,0,"08","28","Tuesday"
"13889",1,1,3,9,"Not Selected",0,"Room_Type 1",223,"Online",0,0,0,86.2,0,1,"08","31","Friday"
"13890",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",12,"Online",0,0,0,93,0,0,"02","20","Tuesday"
"13891",2,2,1,3,"Meal Plan 2",0,"Room_Type 6",86,"Online",0,0,0,221.18,0,1,"10","24","Wednesday"
"13892",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",65,"Offline",0,0,0,100,0,0,"10","02","Monday"
"13893",2,0,0,3,"Meal Plan 1",0,"Room_Type 6",1,"Online",0,0,0,100,0,0,"02","25","Sunday"
"13894",1,0,2,5,"Meal Plan 1",0,"Room_Type 1",196,"Offline",0,0,0,68,0,0,"08","01","Wednesday"
"13895",1,0,0,3,"Meal Plan 1",0,"Room_Type 4",47,"Online",0,0,0,101.1,1,1,"03","16","Friday"
"13896",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",174,"Offline",0,0,0,95.67,0,0,"09","22","Saturday"
"13897",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",23,"Offline",0,0,0,66,0,0,"02","07","Wednesday"
"13898",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",115,"Offline",0,0,0,86,0,0,"02","27","Tuesday"
"13899",2,1,2,1,"Meal Plan 1",0,"Room_Type 1",83,"Online",0,0,0,96.3,2,0,"04","10","Tuesday"
"13900",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",86,"Online",0,0,0,118.8,0,1,"07","13","Friday"
"13901",2,0,0,4,"Not Selected",0,"Room_Type 1",34,"Online",0,0,0,67.5,0,1,"02","09","Friday"
"13902",2,0,0,2,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,77.71,0,0,"08","30","Thursday"
"13903",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",18,"Online",0,0,0,109,1,0,"01","02","Tuesday"
"13904",2,0,1,3,"Not Selected",0,"Room_Type 1",212,"Online",0,0,0,80.75,0,1,"08","11","Saturday"
"13905",1,0,0,2,"Not Selected",0,"Room_Type 1",33,"Online",0,0,0,104,1,0,"11","11","Sunday"
"13906",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",23,"Online",0,0,0,187,2,0,"07","01","Sunday"
"13907",2,0,2,2,"Not Selected",0,"Room_Type 1",125,"Online",0,0,0,87.13,0,1,"07","03","Tuesday"
"13908",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",257,"Offline",0,0,0,101.5,0,1,"07","01","Saturday"
"13909",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",278,"Online",0,0,0,78.3,2,0,"12","09","Sunday"
"13910",2,2,2,1,"Meal Plan 1",0,"Room_Type 6",88,"Online",0,0,0,207.9,1,1,"09","24","Monday"
"13911",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",256,"Online",0,0,0,100.75,0,1,"10","16","Tuesday"
"13912",2,0,2,3,"Meal Plan 2",0,"Room_Type 1",170,"Offline",0,0,0,300,0,1,"07","29","Sunday"
"13913",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",189,"Online",0,0,0,112.2,2,1,"08","16","Thursday"
"13914",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,"Offline",0,0,0,130,0,1,"06","15","Friday"
"13915",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,"Corporate",0,0,0,65,1,0,"08","24","Friday"
"13916",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",95,"Online",0,0,0,140.4,1,0,"05","06","Sunday"
"13917",3,0,2,1,"Meal Plan 1",0,"Room_Type 1",61,"Online",0,0,0,159.3,0,1,"05","07","Monday"
"13918",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",65,"Online",0,0,0,149.4,1,0,"09","14","Friday"
"13919",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",96,"Online",0,0,0,118.8,3,0,"10","08","Monday"
"13920",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",377,"Offline",0,0,0,115,1,1,"10","14","Sunday"
"13921",2,0,0,1,"Not Selected",0,"Room_Type 1",68,"Online",0,0,0,87.3,1,1,"09","07","Friday"
